Time (sec),Channel A (V),Channel B (V)
7.373737373737373e-05,0.0,0.0
7.474747474747475e-05,0.0,0.0
7.575757575757576e-05,0.0,0.0
7.676767676767676e-05,0.0,0.0
7.777777777777778e-05,0.0,0.0
7.878787878787879e-05,0.0,0.0
7.979797979797979e-05,0.06250190740684225,0.0
8.080808080808081e-05,0.06250190740684225,0.0
8.181818181818182e-05,0.0,-0.06250190740684225
8.282828282828282e-05,0.0,0.0
8.383838383838384e-05,0.0,0.0
8.484848484848485e-05,0.06250190740684225,0.0
8.585858585858586e-05,0.0,-0.06250190740684225
8.686868686868687e-05,0.0,-0.06250190740684225
8.787878787878787e-05,0.0,0.0
8.888888888888889e-05,0.0,0.0
8.98989898989899e-05,0.0,0.0
9.09090909090909e-05,0.0,0.0
9.191919191919192e-05,0.0,0.0
9.292929292929293e-05,0.0,0.0
9.393939393939393e-05,0.06250190740684225,0.0
9.494949494949495e-05,0.0,0.0
9.595959595959596e-05,0.0,0.0
9.696969696969696e-05,0.06250190740684225,0.0
9.797979797979798e-05,0.0,0.0
9.898989898989899e-05,0.0,0.0
0.0001,0.0,-0.06250190740684225
